model,accuracy,precision_macro,recall_macro,f1_macro,time_per_image_s,model_size_mb
best_model.h5,0.9134152859433458,0.9028904795286246,0.8885864079509921,0.8930568194303414,0.009558136548542326,12.727760314941406
