161,0,0,4,0,1,6,1,1,0,0,0
0,193,0,0,1,1,2,0,0,1,1,0
0,1,105,0,0,2,9,0,2,1,0,2
3,2,0,296,3,0,3,33,8,0,2,0
0,0,0,0,1028,0,2,2,0,15,3,0
0,0,5,0,0,121,1,0,0,0,0,1
3,0,1,0,2,3,186,2,6,1,1,2
0,0,0,20,4,0,2,322,4,3,2,2
0,0,0,5,6,6,10,2,342,1,6,3
0,1,0,0,7,0,3,0,0,385,0,2
0,4,2,3,6,0,2,8,9,1,168,0
0,0,2,0,1,3,13,1,39,1,0,111
